Vehicle_ID,Distance_Traveled,Battery_Capacity,Processing_Capability,Available_Storage,Number_of_Other_Tasks,Network_Latency,Number_of_Transactions,Block_Size
#02138,204.1924462,4980.423126,1.446879952,256.7253931,17,38.07768986,3354.622456,9.951983655
#02139,176.927734,3934.051097,2.190212336,371.0895107,16,99.77925324,2862.70479,7.247592029
#02140,320.4875281,2489.747851,2.751824497,273.3274248,0,68.11935393,2956.394716,4.205829305
#02141,817.0083163,4390.504883,2.470822551,978.4307266,10,47.2127128,3199.893139,4.984178214
#02142,539.9970685,3310.730095,2.567053188,933.8599096,16,70.72305433,326.8726065,3.582758708
#02143,46.80450475,4006.716116,2.309063534,614.1598397,16,140.5017483,4297.166748,8.44932569
#02144,464.43078,3763.33882,1.603187168,218.3090627,12,168.3342435,706.5860554,2.404559265
#02145,684.2956318,2427.967328,2.910745136,637.6671945,17,111.2319085,2295.415609,6.46791016
#02146,538.83007,2369.746349,1.96598156,193.9417701,9,111.3329656,2078.208546,2.897730668
#02147,572.8777679,4265.928215,2.577730866,930.3373729,6,29.69486469,249.819178,8.584643783
#02148,225.5525511,2718.96734,1.432086706,338.0989904,18,46.50272213,4633.871571,7.572420663
#02149,847.8915923,4138.399845,1.878435735,659.2808865,18,164.1398642,428.8438776,1.662640573
#02150,561.8373189,2069.16774,2.04123302,217.1268886,10,100.1540586,2271.961307,9.914681637
#02151,713.532767,4927.644126,2.089210479,191.1583828,7,83.72625016,3402.447776,7.345111408
#02152,981.8823528,3501.470655,2.868646009,660.1633223,10,160.9471598,508.9727391,2.750364212
#02153,428.770459,3286.135667,2.502697564,826.4843701,11,104.2127169,3168.974241,2.097456763
#02154,881.1855461,4384.945001,2.453276366,659.819253,6,39.19053843,3964.698373,1.26067903
#02155,8.273732927,3230.468918,2.203537685,763.6769937,11,13.32857268,302.6196923,1.322704544
#02156,34.37388532,4061.478013,1.338522886,913.8111205,0,75.06833244,1177.853436,7.73174485
#02157,590.6896418,2072.142067,1.244764263,663.5053114,8,18.53456324,2196.212074,8.998440647
#02158,312.1379461,4752.974162,1.391604125,330.2519424,5,151.0412738,4215.654936,8.798857895
#02159,249.0282905,3644.468391,1.739777075,531.3722264,12,35.47772383,587.762659,4.079636469
#02160,278.6574219,4185.888295,2.870669477,525.8307007,17,142.4501022,669.3995052,6.7780035
#02161,319.0845317,4825.243936,2.643159737,702.9590073,15,138.3420148,3711.797287,3.437594415
#02162,729.2187484,3260.932648,1.217729343,182.3491281,8,195.1247531,4922.97026,6.588314893
#02163,569.6267763,2312.937096,2.697388782,441.8395167,3,188.1872534,4060.177417,1.556505568
#02164,789.2469366,2101.220398,1.818525237,674.2653625,17,27.94752754,4892.289802,8.89578558
#02165,830.3663833,3419.640689,2.285567462,535.241138,13,70.01827824,2468.51761,2.716748387
#02166,843.0919244,3725.900503,1.353046955,924.1024369,15,86.62731059,4148.474587,6.142035289
#02167,415.229505,3055.607148,1.32760979,716.3630025,10,193.4752351,4736.449226,3.254134033
#02168,421.8521229,3464.01922,2.658325158,575.4759833,3,159.7563297,286.7850466,5.569883855
#02169,926.3396143,2380.279339,1.898988258,640.1302101,18,110.3938459,4860.461663,4.099145141
#02170,662.101831,2485.673529,2.554932052,923.9738235,18,91.76790973,4364.695998,8.980428642
#02171,81.3867168,4710.583946,2.53595206,272.7147647,18,185.0570484,916.1969512,1.487472082
#02172,542.6447671,2531.100468,2.89050732,450.6811964,5,25.96263736,3629.416272,5.343453202
#02173,356.6512524,3611.821641,2.831137127,367.8262768,1,190.8528154,4717.548248,3.270628399
#02174,987.4475547,2984.523231,2.302381085,519.9178545,13,31.26345486,3457.60557,2.422606495
#02175,14.64175106,4847.384025,2.226606576,162.4188952,6,10.63831312,4231.931294,7.112559493
#02176,612.5686922,2292.661887,2.702774983,919.5993532,14,35.53473964,2095.066991,4.687474507
#02177,723.8994713,2690.652588,2.459554277,427.3427353,7,197.0483968,2755.035992,5.316131282
#02178,289.6178646,2897.682719,1.86810176,900.5977674,12,13.1033364,2580.528341,3.887061558
#02179,973.6678767,3083.723539,1.536195034,234.9810269,2,25.03867945,4714.818483,3.366769763
#02180,859.6770904,2289.364665,1.70554258,455.9271383,3,73.42544559,2129.83776,6.554455089
#02181,915.7371881,2464.016688,1.59357262,183.880254,9,174.4848386,4759.789027,5.056548635
#02182,20.21282729,4596.753685,1.856236966,156.7128875,18,151.2203399,79.47449287,2.126868777
#02183,570.3022792,3442.369728,2.9719974,317.3501951,6,50.57251188,4521.519484,5.700050242
#02184,295.3555917,2479.812606,2.817478297,741.139085,9,189.4795803,2012.843739,6.310904434
#02185,849.1796063,4751.535621,1.581621013,359.4872362,11,197.94709,2797.716485,7.908943301
#02186,633.2168073,4170.763545,1.425883818,650.7686496,1,54.28010574,530.8076391,3.338627981
#02187,539.3381273,2762.032944,1.078711554,340.4834091,16,107.2311726,4525.39823,8.320882236
#02188,115.4735815,4629.598253,2.955984368,520.3886098,1,24.68282506,2546.920534,7.056519941
#02189,540.682582,4213.855874,2.165128353,888.7623319,4,25.85404316,2680.559387,2.909943962
#02190,632.2722422,4984.05916,2.931655715,542.6569607,9,150.3649684,4368.469646,7.291994331
#02191,955.956397,2236.519844,1.898682031,439.7527815,14,122.0293577,2179.273552,3.005873555
#02192,585.4659594,3858.472075,1.285470898,378.002765,1,71.247291,484.7184819,9.676807629
#02193,967.4332011,2780.897491,2.984789836,281.0370675,15,133.101894,1640.797619,4.932628347
#02194,961.6445095,2457.715339,1.253549337,443.2037118,3,33.28127904,563.7131838,1.301209421
#02195,650.5501355,2869.89102,1.145174839,321.3957688,17,41.58865983,3519.008857,4.712334117
#02196,506.4020761,4180.435307,1.268984802,933.249153,11,170.5895714,2134.638446,3.60707879
#02197,466.5557221,3886.150043,2.484846073,494.243258,11,98.23546457,1534.368811,1.420365714
#02198,890.4881826,2941.148246,1.264739471,956.7006157,11,197.0894925,1358.474682,2.364735413
#02199,29.22842629,2313.925449,2.14231308,585.5874408,7,138.9545812,988.2659494,6.534751435
#02200,114.6943898,2371.451025,1.484522708,885.9138454,7,97.06305034,2641.145097,8.564641313
#02201,102.9696574,3830.626744,1.757422431,548.9403409,19,179.0796732,339.8545943,4.656130552
#02202,757.1783898,3425.244752,1.703186237,230.7181634,15,54.29000379,3362.610147,4.625146422
#02203,340.3113728,3112.638044,1.928901443,483.0886343,9,25.31523816,1152.161799,3.192200596
#02204,638.3305762,2290.246015,1.56283075,248.5898512,13,18.63016203,4039.158682,8.228576764
#02205,604.1791209,3480.05746,2.741146809,762.8723393,1,136.6715612,4427.941089,5.491526952
#02206,386.4421418,2794.129986,2.962524092,726.1653148,1,157.6069997,3110.906254,1.679582419
#02207,532.0361545,4620.817259,2.032737303,541.9354102,7,66.70603282,725.5697795,9.515886839
#02208,645.493395,4082.004226,1.974446071,858.1352274,5,40.99212644,2748.186007,1.74473154
#02209,941.0093795,3252.298935,2.190851731,585.9051306,13,95.24098818,341.7783447,2.22529987
#02210,576.0584388,4758.54103,1.186684159,551.7671206,0,25.12395191,753.9085926,1.39405089
#02211,614.7531443,3677.149534,1.614391338,592.7812357,1,62.70881568,2246.693149,6.752904063
#02212,68.78796189,4487.433308,2.508341321,220.5567453,0,129.4177861,1489.924176,5.067022301
#02213,952.2635989,3780.123894,2.188067579,428.0953838,9,51.08209679,2462.086726,4.957610299
#02214,528.553846,4829.748144,2.664249481,288.3796846,6,147.6208178,2295.274508,1.751968299
#02215,801.4721464,2266.478537,1.675832935,560.751035,4,132.6131461,37.42698263,5.919891806
#02216,51.24077208,4334.003241,1.663460637,883.9730347,16,84.72468983,2322.956519,7.622269327
#02217,421.4892256,2124.351397,1.927055586,820.2681339,6,45.53685636,4284.344596,7.77206049
#02218,257.7184837,2321.856098,1.576387907,873.3737756,9,17.63015358,1449.715522,5.34876356
#02219,267.7089228,4424.384526,1.559035626,140.6969048,3,114.5071874,397.0233129,9.118972815
#02220,791.6622762,4178.460614,1.801613413,644.6373339,11,48.29599133,167.3684437,9.20599913
#02221,624.2428585,3784.36323,1.936951383,467.796835,17,84.33075074,4402.03393,6.270821966
#02222,440.3055665,4749.310002,2.269527418,712.4190214,3,36.3226834,1550.413807,3.696248653
#02223,11.57515385,3186.211811,1.735282146,1020.368813,0,187.8874746,345.5444171,4.740964742
#02224,964.963015,2016.368917,2.461778548,678.1980005,14,12.39997045,4100.019116,3.451847547
#02225,962.0612301,2214.962352,2.533096869,1000.525067,3,65.52831936,410.6836399,7.428675611
#02226,218.3346581,4172.055694,2.824011448,1008.863241,13,191.8368591,2048.556204,4.599689905
#02227,42.30502594,2778.111536,2.451617339,216.9179217,11,45.91153053,1331.675821,5.65913094
#02228,530.6691636,3755.47445,1.35595682,270.2361071,19,94.87223582,1451.810703,8.201035114
#02229,951.4594038,3318.865424,1.180588061,951.3467009,16,161.7187638,2607.597224,2.252026308
#02230,910.4854499,2696.412888,1.101757948,647.5772793,3,99.3234765,1870.809417,1.302477587
#02231,585.078201,4230.407485,1.520916027,477.0453094,9,177.7162794,597.2799156,8.303846651
#02232,304.2453018,2091.362092,1.674226176,144.3851259,14,97.86760018,3125.581153,4.380941292
#02233,330.6309229,4059.809501,1.701426407,875.7564007,17,185.4475839,4087.51011,9.136990142
#02234,898.0156379,4247.499487,1.01508854,612.9712659,14,155.3383792,2242.795268,5.177434315
#02235,492.2922516,2250.544129,1.339253471,799.5034355,18,31.72439304,2243.094882,8.437151886
#02236,131.9851127,2838.510478,1.105187306,870.1066159,4,180.543419,3614.386715,4.103572343
#02237,249.1770505,4771.877658,2.971714495,600.1727302,3,51.68002861,1814.906657,2.877480434
#02238,277.5181066,3390.510747,1.736284126,703.8676571,15,127.2559636,685.9535143,5.855696033
#02239,124.4231382,3749.770634,2.386797106,639.8195564,1,140.8801779,1399.737914,6.007009994
#02240,463.5813371,4321.50366,2.177802506,469.203004,4,120.5260123,3139.407514,2.127276131
#02241,916.1348574,4565.935831,2.546942488,973.4413607,0,92.90559748,1512.533375,8.001077936
#02242,669.1137604,2308.988915,2.631497425,140.911358,8,155.6123303,1732.63376,9.751981366
#02243,73.40145032,3598.133498,1.790031772,539.8486975,7,114.1956791,730.6533661,1.021057744
#02244,6.489322991,2619.312476,1.939127547,991.3972379,14,60.47210224,4938.29389,2.980806575
#02245,276.9714198,4081.311241,1.018448195,420.9369855,18,13.71010981,4858.524406,9.13830359
#02246,363.3302419,4832.725257,2.319806542,771.3050907,9,82.55402905,1068.125043,9.274131685
#02247,776.9729194,2140.530662,1.447168036,204.9843375,0,189.9102467,2024.450182,9.791847161
#02248,967.0385184,3937.06304,1.743157554,661.7189068,12,143.696693,656.941342,8.330085898
#02249,388.1796063,3925.137157,2.059648986,709.6951393,16,174.2658065,4767.256782,9.625100036
#02250,687.0033398,3244.126759,1.879683494,431.8750624,6,42.47623037,2709.047471,9.844836946
#02251,994.9070054,3881.434112,2.194921938,748.0186779,3,191.3272989,2262.470436,5.368019035
#02252,745.9209173,3169.61682,2.918873592,828.9038016,12,149.2611516,2922.311056,5.753931826
#02253,636.5533595,4960.993993,2.502420135,504.555326,6,70.54573336,1620.687945,3.767725684
#02254,78.99677932,3439.614656,2.759210778,847.9937045,0,122.9353985,964.2933031,7.551304987
#02255,323.891986,4474.697582,2.143962921,433.0623564,10,29.93709181,3521.010869,3.69295334
#02256,913.4787663,4789.120832,2.851615318,206.2840066,15,50.18264809,1705.094428,5.588630679
#02257,201.8044762,4223.615458,2.53098731,897.7211815,19,111.492642,4123.366924,9.230295068
#02258,843.7467689,4025.233529,2.295923024,431.4792508,2,60.12348594,4039.896794,8.827914969
#02259,696.6273614,4111.61897,1.423291131,416.8826414,9,90.54390666,4427.46854,9.534691724
#02260,366.9580465,2387.825501,1.527744454,190.7045567,9,47.02136094,3620.833694,1.619169385
#02261,529.6450954,2816.561511,1.529114898,559.2071526,14,78.54709553,1082.140296,8.15392399
#02262,543.2636623,3372.367773,1.494958879,805.5758429,5,35.01888699,4315.800544,5.630551519
#02263,714.3397313,3271.696809,1.407135306,471.5138728,4,118.6595268,659.7609144,8.104617094
#02264,517.0393852,2488.255212,2.458442427,1007.015064,6,18.10553236,4873.812755,7.620613898
#02265,133.9429142,2968.470535,2.022173952,880.2989986,4,196.0300003,453.5101474,7.088498507
#02266,773.6812169,4144.673704,1.60374298,468.2566799,18,28.032382,2513.183706,9.589053535
#02267,406.8662244,2161.999263,2.430562128,280.6463473,5,129.8795621,1829.434278,7.175987607
#02268,963.1307963,3899.018046,2.394588344,367.5634706,4,78.08186161,3847.508074,4.125931752
#02269,284.2302685,3096.618373,2.286273859,399.5992926,3,136.0834173,4754.254048,8.600167801
#02270,263.8157015,4806.349652,2.493732407,555.2991533,5,86.33727475,4404.224865,9.247872248
#02271,334.1738883,2869.394486,1.418398975,880.3288368,11,31.47730862,3439.093539,8.135548042
#02272,572.7446989,4906.831673,2.304828644,755.2290399,12,65.82177254,748.0676828,8.162434582
#02273,894.9748705,4558.187557,2.028268659,265.6607459,16,196.819699,2596.858504,2.106896909
#02274,177.1053585,2632.419493,2.903501659,735.8065466,9,143.7771968,3294.963474,2.305673996
#02275,280.3991188,4691.216762,1.599564384,824.2300994,11,139.0756259,987.0066775,7.495844252
#02276,582.0981633,2932.026168,1.067454072,473.6625386,9,184.1982433,1446.585935,6.235962183
#02277,454.8799079,3326.935701,1.590296516,958.4080678,0,15.91476061,135.3706773,8.340003001
#02278,447.8755644,3301.593151,2.272169894,350.239615,5,146.7910631,228.5958452,3.088720556
#02279,820.9135278,2489.645032,2.739226876,280.9451575,13,53.63474624,2397.12521,3.465906984
#02280,923.9544242,3532.640577,1.255490552,652.3997004,17,64.38319276,4109.145097,6.339143092
#02281,481.8256591,2156.257503,1.601551481,819.3184127,6,69.57797833,2234.909199,9.521328623
#02282,687.6644437,4907.600438,2.994147208,132.9727684,16,161.11777,4900.067478,5.599436271
#02283,801.2576523,3264.963826,2.796757165,717.8037991,16,27.16711018,4294.616034,7.226536615
#02284,518.848044,4501.362784,1.294403833,475.9467286,18,168.2247533,1809.284894,6.633151258
#02285,295.0220925,2922.638159,1.418454788,498.4397414,3,133.7533068,278.5331403,6.726793639
#02286,638.4465131,2861.380954,1.699839898,993.4490145,12,130.1112653,2115.695195,5.337488014
#02287,585.5239912,3812.008437,1.30912571,850.0830027,10,192.1307586,2304.087821,1.006619042
#02288,901.6612569,4316.271812,2.867002122,589.6561642,15,115.7142176,2145.163253,4.428470367
#02289,53.35462973,2985.269122,1.981323512,545.8284107,18,124.3651773,3599.885903,4.706771356
#02290,910.2212557,4209.165303,1.005004235,940.490713,3,185.485056,1283.629323,8.975694783
#02291,534.8975961,2317.34997,1.068827851,803.8595778,9,143.8876291,2342.228844,6.929543496
#02292,16.66043993,2220.610344,1.339501687,164.3294715,10,39.69953888,1387.659433,1.010220511
#02293,345.3574766,2269.167824,2.804915853,287.7832963,5,152.9026528,1511.174527,7.934621131
#02294,724.6092303,2847.074793,1.246764671,981.4002753,18,153.2338602,1010.267791,7.433398952
#02295,488.9446548,3564.459847,1.715475709,574.5154447,5,194.772692,172.1456585,7.065401354
#02296,980.1788784,2899.661356,1.434326277,203.8049029,17,40.49613354,823.7160263,3.816459192
#02297,423.1874638,2901.589532,2.651960847,886.7782266,17,42.43522397,2104.645036,6.586270249
#02298,327.3085944,3508.547797,2.816712261,798.0140752,10,47.65277702,1039.106395,9.235657686
#02299,821.8502625,2125.317845,2.650049263,904.5634037,10,118.4729698,3221.25704,3.826851836
#02300,548.3587927,4495.365223,1.921535604,791.5159703,6,164.8756351,1732.756888,5.574747375
#02301,682.6442525,3706.250753,1.437981791,741.4173151,16,179.8978405,1674.787098,6.60358524
#02302,805.8966357,2354.155237,1.38282477,430.0355471,18,121.8398529,749.9375079,5.674796215
#02303,671.7561186,4932.726942,2.277439318,378.0713146,8,28.21270421,3192.008138,1.009267477
#02304,422.9850873,2864.276975,1.994596792,167.6814117,6,127.7493851,1007.581896,7.819051434
#02305,125.6716514,2697.648792,2.117131048,756.8549191,19,185.4076968,1133.327369,3.933245445
#02306,580.6679184,4602.404073,2.722957652,332.6493975,7,181.338201,4687.412436,2.33295751
#02307,897.5358934,4246.190675,2.90291519,380.0620425,6,170.975224,1114.437105,4.37630874
#02308,419.4735341,3479.884114,2.809955303,388.2126026,6,27.30561159,4914.515864,8.661863941
#02309,910.8145096,4634.238241,1.478656173,267.5329049,7,67.94119237,4923.031834,5.614139614
#02310,504.024292,3389.868903,1.839332707,884.8379941,12,66.34917812,738.3927037,2.42638927
#02311,621.2207209,2079.325035,2.134671219,699.6607873,15,107.8240392,898.9122329,9.129892994
#02312,833.1554876,4165.46769,1.977670365,804.8640093,7,57.53181228,3553.843481,9.038556313
#02313,565.0325125,2791.012435,1.511733884,969.3642442,0,153.0836881,3280.646673,5.012865195
#02314,91.87836996,2969.911063,1.499212576,502.2704755,16,76.75240154,2758.837293,4.938151503
#02315,980.9984214,4789.353072,1.559396911,555.919561,0,139.6610204,2548.830662,2.280855612
#02316,246.6034526,3865.734933,2.134040319,807.0264626,17,155.6101831,2018.9921,3.322094673
#02317,710.7948233,4291.432962,2.113884561,266.3412498,13,42.03884762,209.1399392,1.077132803
#02318,505.6083252,3600.742467,2.45005399,731.0746462,15,24.02870748,4479.778144,6.48951056
#02319,479.2938642,3771.454513,1.479688734,449.4287002,12,161.8666067,4625.566818,1.477369003
#02320,244.696878,4300.176831,2.861670321,456.3732543,6,126.882029,4747.248442,6.140493663
#02321,722.4286149,4838.855231,1.42433262,663.9885569,18,146.1597946,423.1900899,5.357082009
#02322,113.6754766,4129.631001,2.36990035,219.6642444,19,48.0249151,3263.283064,5.692422092
#02323,990.4628561,2084.416198,2.21378506,735.2220962,8,132.3300847,1559.688861,9.543479094
#02324,845.5281636,3070.982657,1.197303874,933.7396732,19,126.468563,745.2394525,7.702169429
#02325,534.9744311,4320.828306,1.385537195,586.4925777,11,22.42609896,151.516224,9.322160629
#02326,425.1284031,2100.118412,2.635247497,1020.60667,18,89.25322318,1054.590121,7.777717523
#02327,287.1781678,4639.875337,2.862569682,197.2050104,0,67.69344261,1805.515974,2.524596347
#02328,502.0898795,4017.690242,1.862233601,729.0785109,14,23.37697672,2338.475817,8.34105978
#02329,879.5380446,2711.442666,2.860243613,197.6004346,2,113.2562042,3283.155966,3.684282526
#02330,275.7313943,3309.182019,1.003446352,451.1292298,15,22.40822848,4702.815216,9.278362856
#02331,501.0369213,2087.211533,2.099249673,981.7450387,6,190.2248483,2521.911393,6.61996886
#02332,235.3153522,2211.558839,2.676366311,143.9174594,19,171.7897374,1116.685211,1.816363528
#02333,337.8119646,3650.808347,2.198104241,388.4818872,10,158.9996367,2743.180814,8.180436288
#02334,191.0702484,2680.812089,2.709098432,749.7732994,9,157.0918085,371.2849186,6.280673946
#02335,990.5486547,2536.878138,1.370931918,191.8051523,19,135.633321,4501.16125,1.040722319
#02336,571.925949,4839.231599,1.523754337,860.950568,13,106.6665931,775.328225,2.104388982
#02337,733.0823089,3958.821254,1.185796918,722.7241772,13,181.6185681,161.7343301,7.483431175
#02338,99.15166354,2129.856781,1.19303906,457.3038976,15,154.4776556,4381.079329,4.539372433
#02339,366.7514325,2888.798199,2.409852453,746.1974104,1,197.1132291,4922.428117,4.770880691
#02340,892.7471632,2548.858743,1.175936105,870.5321378,4,62.70794135,1715.795657,2.577689805
#02341,85.3538881,4874.626484,2.476766868,437.5656221,13,53.14703505,2489.87518,3.479692371
#02342,166.3177451,2918.724603,2.498147883,842.9245219,0,145.798385,1370.670797,1.30551106
#02343,625.7921927,3826.12973,1.122271269,642.8447129,12,112.1343884,963.7042094,1.316146062
#02344,623.1662051,3559.451863,1.232872406,475.7734611,10,165.577268,2279.118846,6.711789497
#02345,838.3888174,4721.332298,1.614382268,865.533179,16,85.61946923,1051.720277,6.964288762
#02346,935.5572711,2015.046414,1.128864775,668.1458462,12,161.3546836,2186.576272,2.149117732
#02347,142.8444889,2977.968046,2.632468422,327.4116016,15,174.4174278,298.7125547,7.346926761
#02348,260.1144447,2523.144636,1.92470485,150.2398051,7,88.58033731,431.390802,5.108857459
#02349,428.0339443,4345.310131,1.020095773,847.7145742,1,113.2484284,4971.26078,1.149328716
#02350,1.902382236,3167.18048,2.526902631,958.8338401,11,17.32156376,2963.086797,6.968030201
#02351,70.74448866,4510.966072,1.831170429,626.0586093,10,115.1547953,3967.612675,7.712492898
#02352,227.2647867,3584.517756,1.878992818,653.1828863,18,15.85872218,4855.333254,8.756237296
#02353,481.6208621,4850.019701,2.717272634,487.669376,14,29.58052542,322.9005879,4.722724659
#02354,252.2712154,3327.518099,1.906361023,987.2743723,19,87.13947981,4751.575214,3.467844478
#02355,876.8052103,3050.405512,2.600811203,611.1909486,5,132.6690317,1288.927285,3.490403577
#02356,324.9486027,4209.492546,1.802935241,772.1056055,4,132.8423117,4214.235944,9.963473459
#02357,924.6981893,2549.988515,1.158562179,712.9965235,9,92.30108982,1957.660998,7.59343033
#02358,974.8124735,3922.054568,1.697854154,616.196977,1,197.1412589,236.8412485,6.62749797
#02359,450.4116724,2178.658536,1.130686556,363.9638731,10,39.57817614,3170.391288,8.714674845
#02360,227.9016881,4176.717485,1.415077148,442.6042461,13,34.85526917,1536.46228,9.029725219
#02361,292.3744673,4322.558347,2.52037577,599.6109353,8,104.3036103,4295.326712,9.017317539
#02362,776.557348,2396.109916,1.480933105,749.2560262,10,86.59222019,1094.987596,4.304081118
#02363,274.0763581,4650.456578,1.200134915,571.1001301,14,121.2953376,2627.52532,5.524900373
#02364,381.2022851,2272.447326,1.67814072,839.9122209,10,144.1240644,4831.116613,2.195957635
#02365,479.0972826,4236.021988,2.146745561,968.7262722,6,69.70984671,2101.99635,1.462830145
#02366,575.5360054,4744.746691,1.510307705,298.4453327,4,116.3701486,2303.36588,2.00548114
#02367,996.1043399,3935.358295,2.542483098,644.0458786,16,120.5476525,3704.758527,4.95391131
#02368,232.9775454,3701.419581,2.984384667,546.0475764,6,50.94048171,4823.0523,6.471397479
#02369,354.0702795,4159.564186,2.297112978,679.2025632,16,118.3550319,4541.955526,9.910069666
#02370,263.6282858,2664.748398,2.366281225,597.0844346,0,50.04490185,2995.225251,2.975564865
#02371,361.7523232,2905.66809,1.320953511,791.9986645,1,197.2513602,4599.337941,8.595060272
#02372,101.7037124,4500.55195,2.658042833,833.6206666,1,182.7608598,1517.522829,4.331193635
#02373,360.4499575,2271.488013,1.1107836,474.0186034,19,44.04141237,771.2473496,9.58191902
#02374,887.9771664,3762.017226,2.828201274,278.1678645,8,177.8454678,4904.496707,2.137838353
#02375,299.291258,4656.435776,1.653778018,832.2720068,6,83.76646882,4219.654576,5.14648162
#02376,372.5628451,2246.044699,1.514329255,468.2793371,17,155.5409794,3503.323417,8.313461265
#02377,944.5296903,2510.049476,1.210915122,741.2394177,8,194.0992842,1212.406138,5.248161657
#02378,728.6506173,2310.490193,2.087044723,189.0810892,4,194.5944361,2542.80938,8.981984603
#02379,517.2219761,2319.607418,1.107465541,1009.79526,0,111.214544,2636.90729,2.215139936
#02380,777.4155357,4407.253261,1.979000956,388.2904128,18,14.03306885,806.3191273,9.885160771
#02381,124.0564692,3876.966985,2.62795909,717.4462236,0,75.69858264,247.6479989,6.947716478
#02382,465.0258629,2671.071533,2.516238865,614.1066814,4,129.7391744,2096.910971,6.919451959
#02383,119.1178926,3292.333017,1.198610841,326.0860706,3,44.93667618,2212.135305,8.919570851
#02384,234.3845269,3730.203568,1.966413547,887.786511,4,99.71464706,4338.986545,2.808837481
#02385,142.7253925,4095.661905,2.749014098,503.5906042,6,177.2754592,1834.633121,2.620749621
#02386,362.4394379,3075.762654,2.396144393,349.6478197,0,34.95671557,936.2314652,3.047767083
#02387,382.2576811,3078.91271,1.118222815,240.7826863,17,185.9510174,4543.569776,6.736161168
#02388,947.3612733,3175.366871,1.38576372,925.3898242,10,46.77287257,774.4101775,1.089270963
#02389,264.8616055,2487.692123,2.849083234,878.9615949,11,140.628067,1795.195952,1.801400267
#02390,472.9564165,2125.88835,2.328426981,1009.849667,15,151.8429195,4607.142745,7.348080007
#02391,811.5680246,3860.521358,2.560495711,348.3549461,3,25.64490612,539.0608936,8.204269657
#02392,815.8019689,3380.235258,2.099146956,1020.831003,0,34.25366547,1631.121696,6.454846218
#02393,750.5928438,2848.898868,1.21757836,679.4499539,7,20.17319565,4556.134432,9.051553073
#02394,288.5459284,3345.265873,1.97139087,885.1318165,13,138.9231832,4821.365204,4.143027877
#02395,495.4766478,2284.711139,2.058448519,878.014879,17,41.34835601,2976.827422,6.202012039
#02396,187.0253836,3158.006177,1.890982836,864.1478528,3,56.74013356,862.4563272,8.678113856
#02397,189.2111233,3853.576419,2.957927428,306.0204408,18,166.3503561,3531.975592,3.753027667
#02398,436.4053719,4793.422726,1.575936548,703.5436424,7,179.3537115,550.2526115,4.67296373
#02399,738.853629,3494.866015,1.508319793,351.319732,0,140.3452978,3870.493001,2.878311319
#02400,527.0576757,2736.654927,1.894724535,211.5775322,5,124.3605317,4441.865589,6.791568498
#02401,886.7965376,3334.346582,2.039510137,978.3033638,0,13.9734934,2313.254124,1.086577223
#02402,831.077889,2644.89689,1.640267962,410.8599869,8,179.3653279,69.3233002,7.255765965
#02403,32.57383738,4724.066735,2.978936534,1005.931888,1,60.96716169,1047.87723,1.043408413
#02404,568.8506238,4792.33809,1.231123403,364.2373939,3,154.170706,4339.501846,6.027964666
#02405,609.5521031,2157.103869,2.962729064,807.039424,5,13.59660963,4107.108326,7.257962167
#02406,961.6135692,4242.238137,2.83323904,849.0936929,9,20.72258539,4670.477619,4.852274635
#02407,24.21339008,3317.633204,2.865981575,636.8676549,14,123.0291508,991.9011541,6.436431341
#02408,531.5726672,4476.739995,1.766489691,968.8368584,15,39.46415943,3965.593235,8.551582377
#02409,205.5765806,3770.753906,2.213614818,753.3372788,1,130.2764276,2548.508893,8.982667258
#02410,54.60924339,2937.514399,2.163282615,425.549217,16,12.33299504,2400.729638,4.23956676
#02411,587.9010362,2076.604793,2.20660766,245.6447939,15,37.39277515,2585.717076,7.379638695
#02412,772.8315395,4640.475568,1.119520621,633.6324162,16,101.0308352,2797.882583,5.973788136
#02413,775.0905838,3783.93615,2.627114363,594.1976979,2,20.30976899,2313.030176,9.321066876
#02414,31.25812175,2894.211409,1.734413803,625.4079649,0,26.52299252,2720.416475,9.876190929
#02415,407.5394539,2344.157525,2.832137726,461.4045571,6,127.7891646,1821.29687,1.184823383
#02416,45.46511752,3664.922963,1.370283749,798.5362748,4,95.08663499,2035.944574,1.474842423
#02417,248.5908083,4103.754151,2.156097443,534.2506351,3,66.7574348,2821.567074,6.895375149
#02418,193.6878221,3863.285327,2.197184498,922.5436777,11,197.0537957,1896.583625,4.658032528
#02419,215.9673967,2049.626747,1.054997512,380.6696381,16,48.71139323,4150.16447,9.312318215
#02420,339.7792956,4671.025957,1.381528989,508.1467934,9,26.08517873,2914.639278,8.100426026
#02421,278.1406238,3305.389745,1.963776096,548.1528159,4,171.0776382,2707.390421,2.213162428
#02422,962.3176314,2216.616167,2.193375701,314.0183749,11,76.0527329,2899.715675,6.24093874
#02423,353.0547129,4133.667632,1.175503599,891.3868996,14,73.31861572,4340.68596,2.389721545
#02424,894.2783428,3417.06644,1.618679362,235.5309257,18,88.73810455,2770.182946,1.355787664
#02425,181.8606298,3156.22105,2.082973985,976.4637415,4,40.47176029,3057.809849,6.527325373
#02426,763.9831203,3656.071802,2.35754231,228.2528355,7,38.09546996,410.0719257,5.108554355
#02427,62.28419049,2980.297079,2.672333888,331.4085959,17,78.71271335,756.3259042,2.818041433
#02428,463.2984682,2714.945864,2.520558415,569.7876717,7,148.6529563,809.3935764,3.171420687
